full_text,clean_text,tokens,stopword,remove_slang,stemming,stemming_sentence,translated_en,sentiment,polarity_score,label
Jujur ya. Kalo kejadian2 sekarang ini terjadi sebelum punya anak kayanya gw juga akan milih childfree. Bukan karena gw gamau sama anak2 tapi gw takut mereka kenapa2. Kecuali gw bisa #kaburajadulu baru deh kepikiran kayanya..,jujur ya kalo kejadian sekarang ini terjadi sebelum punya anak kayanya gw juga akan milih childfree bukan karena gw gamau sama anak tapi gw takut mereka kenapa kecuali gw bisa kaburajadulu baru deh kepikiran kayanya,"['jujur', 'ya', 'kalo', 'kejadian', 'sekarang', 'ini', 'terjadi', 'sebelum', 'punya', 'anak', 'kayanya', 'gw', 'juga', 'akan', 'milih', 'childfree', 'bukan', 'karena', 'gw', 'gamau', 'sama', 'anak', 'tapi', 'gw', 'takut', 'mereka', 'kenapa', 'kecuali', 'gw', 'bisa', 'kaburajadulu', 'baru', 'deh', 'kepikiran', 'kayanya']","['jujur', 'kejadian', 'anak', 'kayanya', 'milih', 'childfree', 'gamau', 'anak', 'takut', 'kecuali', 'kaburajadulu', 'kepikiran', 'kayanya']","['jujur', 'kejadian', 'anak', 'kayanya', 'childfree', 'anak', 'takut', 'kecuali', 'kaburajadulu', 'kepikiran', 'kayanya']","['jujur', 'jadi', 'anak', 'kaya', 'childfree', 'anak', 'takut', 'kecuali', 'kaburajadulu', 'pikir', 'kaya']",jujur jadi anak kaya childfree anak takut kecuali kaburajadulu pikir kaya,honestly being a child rich child childfree children are afraid except kaburajadulu thinking rich,positif,0.1875,2
Kalo dipikir2 si pram juga salah satu pelopor #KaburAjaDulu gak sih? Punya privilege lg bisa ngajuin PR di ausie. Meng iriiii : (,kalo dipikir si pram juga salah satu pelopor kaburajadulu gak sih punya privilege lg bisa ngajuin pr di ausie meng iriiii,"['kalo', 'dipikir', 'si', 'pram', 'juga', 'salah', 'satu', 'pelopor', 'kaburajadulu', 'gak', 'sih', 'punya', 'privilege', 'lg', 'bisa', 'ngajuin', 'pr', 'di', 'ausie', 'meng', 'iriiii']","['dipikir', 'pram', 'salah', 'pelopor', 'kaburajadulu', 'privilege', 'lg', 'ngajuin', 'pr', 'ausie', 'meng', 'iriiii']","['dipikir', 'pram', 'salah', 'pelopor', 'kaburajadulu', 'privilege', 'pr', 'ausie', 'meng', 'iriiii']","['pikir', 'pram', 'salah', 'pelopor', 'kaburajadulu', 'privilege', 'pr', 'ausie', 'meng', 'iriiii']",pikir pram salah pelopor kaburajadulu privilege pr ausie meng iriiii,prem prem cyrier __iticks onlure__ priviee priviee,netral,0.0,1
Yah ga jadi #KaburAjaDulu,yah ga jadi kaburajadulu,"['yah', 'ga', 'jadi', 'kaburajadulu']","['yah', 'kaburajadulu']",['kaburajadulu'],['kaburajadulu'],kaburajadulu,__kabujadulu__,netral,0.0,1
klo diinget² dulu jg sekumpulan orang Belanda sempat #KaburAjaDulu dan malah bikin serikat perdagangan yg kita kenal dgn nama VOC,klo diinget dulu jg sekumpulan orang belanda sempat kaburajadulu dan malah bikin serikat perdagangan yg kita kenal dgn nama voc,"['klo', 'diinget', 'dulu', 'jg', 'sekumpulan', 'orang', 'belanda', 'sempat', 'kaburajadulu', 'dan', 'malah', 'bikin', 'serikat', 'perdagangan', 'yg', 'kita', 'kenal', 'dgn', 'nama', 'voc']","['klo', 'diinget', 'jg', 'sekumpulan', 'belanda', 'kaburajadulu', 'bikin', 'serikat', 'perdagangan', 'yg', 'kenal', 'dgn', 'nama', 'voc']","['diinget', 'sekumpulan', 'belanda', 'kaburajadulu', 'bikin', 'serikat', 'perdagangan', 'kenal', 'nama', 'voc']","['diinget', 'kumpul', 'belanda', 'kaburajadulu', 'bikin', 'serikat', 'dagang', 'kenal', 'nama', 'voc']",diinget kumpul belanda kaburajadulu bikin serikat dagang kenal nama voc,division of dutch gathering kaburajadulu making a trade union know the name of the voc,netral,0.0,1
Adili dato Sri Tahir proses hukum dengan benar! Usut tuntas mayapada!!#mayapada #mayapadacurang #fyp #kaburajadulu https://t.co/oKnSqgzVNU,adili dato sri tahir proses hukum dengan benar usut tuntas mayapadamayapada mayapadacurang fyp kaburajadulu,"['adili', 'dato', 'sri', 'tahir', 'proses', 'hukum', 'dengan', 'benar', 'usut', 'tuntas', 'mayapadamayapada', 'mayapadacurang', 'fyp', 'kaburajadulu']","['adili', 'dato', 'sri', 'tahir', 'proses', 'hukum', 'usut', 'tuntas', 'mayapadamayapada', 'mayapadacurang', 'fyp', 'kaburajadulu']","['adili', 'dato', 'sri', 'tahir', 'proses', 'hukum', 'usut', 'tuntas', 'mayapadamayapada', 'mayapadacurang', 'fyp', 'kaburajadulu']","['adil', 'dato', 'sri', 'tahir', 'proses', 'hukum', 'usut', 'tuntas', 'mayapadamayapada', 'mayapadacurang', 'fyp', 'kaburajadulu']",adil dato sri tahir proses hukum usut tuntas mayapadamayapada mayapadacurang fyp kaburajadulu,adil dato sri tahir legal process completely mayapadamapadada mayapadadadadada fyp __kaburajadulu_,positif,0.15,2
#MayapadaCurang #UsutMayapada #viral #fyp #trend #kecurangan #kasus #DaruratPendidikan #berita #KaburAjaDulu #indonesiagelap #Trending #kasus #keadilan #fakta https://t.co/L5qFt0OcSO,mayapadacurang usutmayapada viral fyp trend kecurangan kasus daruratpendidikan berita kaburajadulu indonesiagelap trending kasus keadilan fakta,"['mayapadacurang', 'usutmayapada', 'viral', 'fyp', 'trend', 'kecurangan', 'kasus', 'daruratpendidikan', 'berita', 'kaburajadulu', 'indonesiagelap', 'trending', 'kasus', 'keadilan', 'fakta']","['mayapadacurang', 'usutmayapada', 'viral', 'fyp', 'trend', 'kecurangan', 'daruratpendidikan', 'berita', 'kaburajadulu', 'indonesiagelap', 'trending', 'keadilan', 'fakta']","['mayapadacurang', 'usutmayapada', 'viral', 'fyp', 'trend', 'kecurangan', 'daruratpendidikan', 'berita', 'kaburajadulu', 'indonesiagelap', 'trending', 'keadilan', 'fakta']","['mayapadacurang', 'usutmayapada', 'viral', 'fyp', 'trend', 'curang', 'daruratpendidikan', 'berita', 'kaburajadulu', 'indonesiagelap', 'trending', 'adil', 'fakta']",mayapadacurang usutmayapada viral fyp trend curang daruratpendidikan berita kaburajadulu indonesiagelap trending adil fakta,mayapadacuranutmayapada viral fyp trend emergency cheat educational news,positif,0.25,2
diiiih ikutan hestek #kaburajadulu lu?,diiiih ikutan hestek kaburajadulu lu,"['diiiih', 'ikutan', 'hestek', 'kaburajadulu', 'lu']","['diiiih', 'ikutan', 'hestek', 'kaburajadulu']","['diiiih', 'ikutan', 'hestek', 'kaburajadulu']","['diiiih', 'ikut', 'hestek', 'kaburajadulu']",diiiih ikut hestek kaburajadulu,iiiii iiiii participate,netral,0.0,1
Rakyat cari kerja sulit persyaratan tinggi gaji rendah .. #KaburAjaDulu,rakyat cari kerja sulit persyaratan tinggi gaji rendah kaburajadulu,"['rakyat', 'cari', 'kerja', 'sulit', 'persyaratan', 'tinggi', 'gaji', 'rendah', 'kaburajadulu']","['rakyat', 'cari', 'sulit', 'persyaratan', 'tinggi', 'gaji', 'rendah', 'kaburajadulu']","['rakyat', 'cari', 'sulit', 'persyaratan', 'tinggi', 'gaji', 'rendah', 'kaburajadulu']","['rakyat', 'cari', 'sulit', 'syarat', 'tinggi', 'gaji', 'rendah', 'kaburajadulu']",rakyat cari sulit syarat tinggi gaji rendah kaburajadulu,people are looking for difficult requirements for low salary low kaburajadulu,negatif,-0.1666666666666666,0
Bjir hashtag kaburajadulu,bjir hashtag kaburajadulu,"['bjir', 'hashtag', 'kaburajadulu']","['bjir', 'hashtag', 'kaburajadulu']","['bjir', 'hashtag', 'kaburajadulu']","['bjir', 'hashtag', 'kaburajadulu']",bjir hashtag kaburajadulu,bjir hashtag __kabululululululululululululull,netral,0.0,1
Kasus lagi ternyata minyak kita kemasan 1liter isinya nya cmn 800mili korupsi seperti hal kecil tapi kalo dikalikan akan menjadi gunung #indoviralterbaru #IndonesiaGelap2025 #viral #ternding #fyp #pejabat #maling #KaburAjaDulu #日本アカデミー賞 #AAashirakorn #第48回日本アカデミ https://t.co/qoDproNvoa,kasus lagi ternyata minyak kita kemasan liter isinya nya cmn mili korupsi seperti hal kecil tapi kalo dikalikan akan menjadi gunung indoviralterbaru indonesiagelap viral ternding fyp pejabat maling kaburajadulu aaashirakorn,"['kasus', 'lagi', 'ternyata', 'minyak', 'kita', 'kemasan', 'liter', 'isinya', 'nya', 'cmn', 'mili', 'korupsi', 'seperti', 'hal', 'kecil', 'tapi', 'kalo', 'dikalikan', 'akan', 'menjadi', 'gunung', 'indoviralterbaru', 'indonesiagelap', 'viral', 'ternding', 'fyp', 'pejabat', 'maling', 'kaburajadulu', 'aaashirakorn']","['minyak', 'kemasan', 'liter', 'isinya', 'cmn', 'mili', 'korupsi', 'dikalikan', 'gunung', 'indoviralterbaru', 'indonesiagelap', 'viral', 'ternding', 'fyp', 'pejabat', 'maling', 'kaburajadulu', 'aaashirakorn']","['minyak', 'kemasan', 'liter', 'isinya', 'mili', 'korupsi', 'dikalikan', 'gunung', 'indoviralterbaru', 'indonesiagelap', 'viral', 'ternding', 'fyp', 'pejabat', 'maling', 'kaburajadulu', 'aaashirakorn']","['minyak', 'kemas', 'liter', 'isi', 'mil', 'korupsi', 'kali', 'gunung', 'indoviralterbaru', 'indonesiagelap', 'viral', 'ternding', 'fyp', 'jabat', 'maling', 'kaburajadulu', 'aaashirakorn']",minyak kemas liter isi mil korupsi kali gunung indoviralterbaru indonesiagelap viral ternding fyp jabat maling kaburajadulu aaashirakorn,liter oil liter contents of corruption military corruption gunung indoviral new indonesia.,positif,0.0181818181818181,2
Pendapatan -28%; penerimaan pajak -41 9%; Utang +43 5%; Belanja -45.5%; Degisit APBN 23 46T; penerimaan pabean n cukai -8 72%. #KaburAjaDulu atau #JanganPulangDulu ??,pendapatan penerimaan pajak utang belanja degisit apbn t penerimaan pabean n cukai kaburajadulu atau janganpulangdulu,"['pendapatan', 'penerimaan', 'pajak', 'utang', 'belanja', 'degisit', 'apbn', 't', 'penerimaan', 'pabean', 'n', 'cukai', 'kaburajadulu', 'atau', 'janganpulangdulu']","['pendapatan', 'penerimaan', 'pajak', 'utang', 'belanja', 'degisit', 'apbn', 'penerimaan', 'pabean', 'cukai', 'kaburajadulu', 'janganpulangdulu']","['pendapatan', 'penerimaan', 'pajak', 'utang', 'belanja', 'degisit', 'apbn', 'penerimaan', 'pabean', 'cukai', 'kaburajadulu', 'janganpulangdulu']","['dapat', 'terima', 'pajak', 'utang', 'belanja', 'degisit', 'apbn', 'terima', 'pabean', 'cukai', 'kaburajadulu', 'janganpulangdulu']",dapat terima pajak utang belanja degisit apbn terima pabean cukai kaburajadulu janganpulangdulu,can receive tax debt degisit taxpayers receive customs excise kaburajadulu do not,netral,0.0,1
lah malah #KaburAjaDulu,lah malah kaburajadulu,"['lah', 'malah', 'kaburajadulu']",['kaburajadulu'],['kaburajadulu'],['kaburajadulu'],kaburajadulu,__kabujadulu__,netral,0.0,1
mw kabur ke yordania kah karena dituduh macam-macam dan milih mengasingkan diri? #KaburAjaDulu,mw kabur ke yordania kah karena dituduh macammacam dan milih mengasingkan diri kaburajadulu,"['mw', 'kabur', 'ke', 'yordania', 'kah', 'karena', 'dituduh', 'macammacam', 'dan', 'milih', 'mengasingkan', 'diri', 'kaburajadulu']","['mw', 'kabur', 'yordania', 'kah', 'dituduh', 'macammacam', 'milih', 'mengasingkan', 'kaburajadulu']","['kabur', 'yordania', 'kah', 'dituduh', 'macammacam', 'mengasingkan', 'kaburajadulu']","['kabur', 'yordania', 'kah', 'tuduh', 'macammacam', 'asing', 'kaburajadulu']",kabur yordania kah tuduh macammacam asing kaburajadulu,fault jordan kah accusing a kind of foreign kind of kaburajadulu,positif,0.3583333333333333,2
tiap ada org nganggur di workfess selalu ada reply nyuruh ke luar negri while kaburajadulu doesnt for everyone . ada keluarga yang gabisa ditinggal ada biaya ngurus gono gini pdhl gatau ekonomi org gmn .,tiap ada org nganggur di workfess selalu ada reply nyuruh ke luar negri while kaburajadulu doesnt for everyone ada keluarga yang gabisa ditinggal ada biaya ngurus gono gini pdhl gatau ekonomi org gmn,"['tiap', 'ada', 'org', 'nganggur', 'di', 'workfess', 'selalu', 'ada', 'reply', 'nyuruh', 'ke', 'luar', 'negri', 'while', 'kaburajadulu', 'doesnt', 'for', 'everyone', 'ada', 'keluarga', 'yang', 'gabisa', 'ditinggal', 'ada', 'biaya', 'ngurus', 'gono', 'gini', 'pdhl', 'gatau', 'ekonomi', 'org', 'gmn']","['org', 'nganggur', 'workfess', 'reply', 'nyuruh', 'negri', 'while', 'kaburajadulu', 'doesnt', 'for', 'everyone', 'keluarga', 'gabisa', 'ditinggal', 'biaya', 'ngurus', 'gono', 'pdhl', 'gatau', 'ekonomi', 'org', 'gmn']","['nganggur', 'workfess', 'reply', 'nyuruh', 'while', 'kaburajadulu', 'doesnt', 'for', 'everyone', 'keluarga', 'ditinggal', 'biaya', 'gono', 'ekonomi']","['nganggur', 'workfess', 'reply', 'nyuruh', 'while', 'kaburajadulu', 'doesnt', 'for', 'everyone', 'keluarga', 'tinggal', 'biaya', 'gono', 'ekonomi']",nganggur workfess reply nyuruh while kaburajadulu doesnt for everyone keluarga tinggal biaya gono ekonomi,unemployed workfess reply tells while kaburajadulu doesnt for everyone families only cost gono economics,netral,0.0,1
Hmmm curiga gua langsung jadi model victoria secrets kalo ikutan kaburajadulu ,hmmm curiga gua langsung jadi model victoria secrets kalo ikutan kaburajadulu,"['hmmm', 'curiga', 'gua', 'langsung', 'jadi', 'model', 'victoria', 'secrets', 'kalo', 'ikutan', 'kaburajadulu']","['hmmm', 'curiga', 'model', 'victoria', 'secrets', 'ikutan', 'kaburajadulu']","['hmmm', 'curiga', 'model', 'victoria', 'secrets', 'ikutan', 'kaburajadulu']","['hmmm', 'curiga', 'model', 'victoria', 'secrets', 'ikut', 'kaburajadulu']",hmmm curiga model victoria secrets ikut kaburajadulu,hmmm suspicious of the victoria secrets model joined kaburajadulu,netral,0.0,1
form gw ngutang buat kaburajadulu kok masih disini sini aja yak,form gw ngutang buat kaburajadulu kok masih disini sini aja yak,"['form', 'gw', 'ngutang', 'buat', 'kaburajadulu', 'kok', 'masih', 'disini', 'sini', 'aja', 'yak']","['form', 'ngutang', 'kaburajadulu', 'yak']","['form', 'ngutang', 'kaburajadulu']","['form', 'ngutang', 'kaburajadulu']",form ngutang kaburajadulu,form debt kaburajadulu,netral,0.0,1
itu mah pencetus #KaburAjaDulu,itu mah pencetus kaburajadulu,"['itu', 'mah', 'pencetus', 'kaburajadulu']","['pencetus', 'kaburajadulu']","['pencetus', 'kaburajadulu']","['cetus', 'kaburajadulu']",cetus kaburajadulu,cetus kaburajadulu,netral,0.0,1
the real definiton of #KaburAjaDulu,the real definiton of kaburajadulu,"['the', 'real', 'definiton', 'of', 'kaburajadulu']","['the', 'definiton', 'of', 'kaburajadulu']","['the', 'definiton', 'of', 'kaburajadulu']","['the', 'definiton', 'of', 'kaburajadulu']",the definiton of kaburajadulu,the definiton of __capurajadulu__,netral,0.0,1
bismillah #kaburajadulu,bismillah kaburajadulu,"['bismillah', 'kaburajadulu']","['bismillah', 'kaburajadulu']","['bismillah', 'kaburajadulu']","['bismillah', 'kaburajadulu']",bismillah kaburajadulu,bismillah kaburajadulu,netral,0.0,1
Udah 2 orang yg ga kenal2 bgt ngajak #KaburAjaDulu ke jepang dipikir aku pinter bahasa jepang apa ya ,udah orang yg ga kenal bgt ngajak kaburajadulu ke jepang dipikir aku pinter bahasa jepang apa ya,"['udah', 'orang', 'yg', 'ga', 'kenal', 'bgt', 'ngajak', 'kaburajadulu', 'ke', 'jepang', 'dipikir', 'aku', 'pinter', 'bahasa', 'jepang', 'apa', 'ya']","['yg', 'kenal', 'bgt', 'ngajak', 'kaburajadulu', 'jepang', 'dipikir', 'pinter', 'bahasa', 'jepang']","['kenal', 'kaburajadulu', 'jepang', 'dipikir', 'bahasa', 'jepang']","['kenal', 'kaburajadulu', 'jepang', 'pikir', 'bahasa', 'jepang']",kenal kaburajadulu jepang pikir bahasa jepang,know kaburajadulu japanese think japanese,netral,0.0,1
cape banget jadi WNI buset stay di negara sendiri kebijakan kaya tai. udah #kaburajadulu ke taiwan ada invasi plis lah jangan perang dulu gue belum kebeli Rubicon anjay,cape banget jadi wni buset stay di negara sendiri kebijakan kaya tai udah kaburajadulu ke taiwan ada invasi plis lah jangan perang dulu gue belum kebeli rubicon anjay,"['cape', 'banget', 'jadi', 'wni', 'buset', 'stay', 'di', 'negara', 'sendiri', 'kebijakan', 'kaya', 'tai', 'udah', 'kaburajadulu', 'ke', 'taiwan', 'ada', 'invasi', 'plis', 'lah', 'jangan', 'perang', 'dulu', 'gue', 'belum', 'kebeli', 'rubicon', 'anjay']","['cape', 'wni', 'buset', 'stay', 'negara', 'kebijakan', 'kaya', 'tai', 'kaburajadulu', 'taiwan', 'invasi', 'plis', 'perang', 'kebeli', 'rubicon', 'anjay']","['wni', 'buset', 'stay', 'negara', 'kebijakan', 'kaburajadulu', 'taiwan', 'invasi', 'plis', 'perang', 'kebeli', 'rubicon', 'anjay']","['wni', 'buset', 'stay', 'negara', 'bijak', 'kaburajadulu', 'taiwan', 'invasi', 'plis', 'perang', 'kebel', 'rubicon', 'anjay']",wni buset stay negara bijak kaburajadulu taiwan invasi plis perang kebel rubicon anjay,wni damn state wise wise country wise wise wise wise_,positif,0.7000000000000001,2
#KaburAjaDulu versi AS: https://t.co/RwxxOxjNY4,kaburajadulu versi as,"['kaburajadulu', 'versi', 'as']","['kaburajadulu', 'versi', 'as']","['kaburajadulu', 'versi', 'as']","['kaburajadulu', 'versi', 'as']",kaburajadulu versi as,kaburajadulu us version,netral,0.0,1
the real #kaburajadulu,the real kaburajadulu,"['the', 'real', 'kaburajadulu']","['the', 'kaburajadulu']","['the', 'kaburajadulu']","['the', 'kaburajadulu']",the kaburajadulu,the __kabrajadul__,netral,0.0,1
Btw ya hastag #KaburAjaDulu perasaan baru sebulan lalu skrg udah banyak lewat timeline berhasil ganti citizenship. Jago juga ni rakyat Indo,btw ya hastag kaburajadulu perasaan baru sebulan lalu skrg udah banyak lewat timeline berhasil ganti citizenship jago juga ni rakyat indo,"['btw', 'ya', 'hastag', 'kaburajadulu', 'perasaan', 'baru', 'sebulan', 'lalu', 'skrg', 'udah', 'banyak', 'lewat', 'timeline', 'berhasil', 'ganti', 'citizenship', 'jago', 'juga', 'ni', 'rakyat', 'indo']","['btw', 'hastag', 'kaburajadulu', 'perasaan', 'sebulan', 'skrg', 'timeline', 'berhasil', 'ganti', 'citizenship', 'jago', 'ni', 'rakyat', 'indo']","['btw', 'hastag', 'kaburajadulu', 'perasaan', 'sebulan', 'timeline', 'berhasil', 'ganti', 'citizenship', 'jago', 'rakyat']","['btw', 'hastag', 'kaburajadulu', 'asa', 'bulan', 'timeline', 'hasil', 'ganti', 'citizenship', 'jago', 'rakyat']",btw hastag kaburajadulu asa bulan timeline hasil ganti citizenship jago rakyat,btw hastag kaburajadulu asa month timeline results of citizenship champion people,netral,0.0,1
Adili dato Sri Tahir proses hukum dengan benar! Usut tuntas mayapada!!#mayapada #mayapadacurang #fyp #kaburajadulu https://t.co/4D1LJgOuwq,adili dato sri tahir proses hukum dengan benar usut tuntas mayapadamayapada mayapadacurang fyp kaburajadulu,"['adili', 'dato', 'sri', 'tahir', 'proses', 'hukum', 'dengan', 'benar', 'usut', 'tuntas', 'mayapadamayapada', 'mayapadacurang', 'fyp', 'kaburajadulu']","['adili', 'dato', 'sri', 'tahir', 'proses', 'hukum', 'usut', 'tuntas', 'mayapadamayapada', 'mayapadacurang', 'fyp', 'kaburajadulu']","['adili', 'dato', 'sri', 'tahir', 'proses', 'hukum', 'usut', 'tuntas', 'mayapadamayapada', 'mayapadacurang', 'fyp', 'kaburajadulu']","['adil', 'dato', 'sri', 'tahir', 'proses', 'hukum', 'usut', 'tuntas', 'mayapadamayapada', 'mayapadacurang', 'fyp', 'kaburajadulu']",adil dato sri tahir proses hukum usut tuntas mayapadamayapada mayapadacurang fyp kaburajadulu,adil dato sri tahir legal process completely mayapadamapadada mayapadadadadada fyp __kaburajadulu_,positif,0.15,2
@balyan_aul #KaburAjaDulu ke korea aja. https://t.co/JwknFv1HNI,kaburajadulu ke korea aja,"['kaburajadulu', 'ke', 'korea', 'aja']","['kaburajadulu', 'korea']","['kaburajadulu', 'korea']","['kaburajadulu', 'korea']",kaburajadulu korea,kaburajadulu korea,netral,0.0,1
#MayapadaCurang #UsutMayapada #viral #fyp #trend #kecurangan #kasus #DaruratPendidikan #berita #KaburAjaDulu #indonesiagelap #Trending #kasus #keadilan #fakta https://t.co/y65uUQtpJi,mayapadacurang usutmayapada viral fyp trend kecurangan kasus daruratpendidikan berita kaburajadulu indonesiagelap trending kasus keadilan fakta,"['mayapadacurang', 'usutmayapada', 'viral', 'fyp', 'trend', 'kecurangan', 'kasus', 'daruratpendidikan', 'berita', 'kaburajadulu', 'indonesiagelap', 'trending', 'kasus', 'keadilan', 'fakta']","['mayapadacurang', 'usutmayapada', 'viral', 'fyp', 'trend', 'kecurangan', 'daruratpendidikan', 'berita', 'kaburajadulu', 'indonesiagelap', 'trending', 'keadilan', 'fakta']","['mayapadacurang', 'usutmayapada', 'viral', 'fyp', 'trend', 'kecurangan', 'daruratpendidikan', 'berita', 'kaburajadulu', 'indonesiagelap', 'trending', 'keadilan', 'fakta']","['mayapadacurang', 'usutmayapada', 'viral', 'fyp', 'trend', 'curang', 'daruratpendidikan', 'berita', 'kaburajadulu', 'indonesiagelap', 'trending', 'adil', 'fakta']",mayapadacurang usutmayapada viral fyp trend curang daruratpendidikan berita kaburajadulu indonesiagelap trending adil fakta,mayapadacuranutmayapada viral fyp trend emergency cheat educational news,positif,0.25,2
@TheBlurredLove 2025 siap #KaburAjaDulu ke Alonica. so what's your version of Alonica? *curious little cat* https://t.co/UjhZDmFnc3,siap kaburajadulu ke alonica so whats your version of alonica curious little cat,"['siap', 'kaburajadulu', 'ke', 'alonica', 'so', 'whats', 'your', 'version', 'of', 'alonica', 'curious', 'little', 'cat']","['kaburajadulu', 'alonica', 'so', 'whats', 'your', 'version', 'of', 'alonica', 'curious', 'little', 'cat']","['kaburajadulu', 'alonica', 'whats', 'your', 'version', 'of', 'alonica', 'curious', 'little', 'cat']","['kaburajadulu', 'alonica', 'whats', 'your', 'version', 'of', 'alonica', 'curious', 'little', 'cat']",kaburajadulu alonica whats your version of alonica curious little cat,kaburajadulu alonica whats your version of alonica curious little cat,negatif,-0.14375,0
